('﻿ilkid', 'firstname', 'lastname', year, 'team', gp, minutes, pts, dreb, oreb, reb, asts, stl, blk, turnover),
('GABORBI01 ', 'Billy', 'Gabor', 1951, 'SYR', 7, 80, 34, 0, 0, 6, 10, 0, 0, 0),
('GALLAHA01 ', 'Harry', 'Gallatin', 1951, 'NYK', 14, 471, 151, 0, 0, 134, 19, 0, 0, 0),
('GARDNVE01 ', 'Vern', 'Gardner', 1951, 'PH1', 3, 77, 24, 0, 0, 14, 3, 0, 0, 0),
('GRABOJO01 ', 'Joe', 'Graboski', 1951, 'INI', 2, 96, 46, 0, 0, 23, 3, 0, 0, 0),
('HANNUAL01 ', 'Alex', 'Hannum', 1951, 'ROC', 6, 146, 40, 0, 0, 26, 8, 0, 0, 0),
('HARRIBO01 ', 'Bob', 'Harris', 1951, 'MIE', 12, 235, 74, 0, 0, 20, 24, 0, 0, 0),
('HARRIBO01 ', 'Bob', 'Harris', 1951, 'BOS', 3, 87, 23, 0, 0, 25, 4, 0, 0, 0),
('HITCHLE01 ', 'Lew', 'Hitch', 1951, 'MIE', 13, 152, 24, 0, 0, 44, 9, 0, 0, 0),
('HOLLAJO01 ', 'Joe', 'Holland', 1951, 'INI', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('HOLZMRE01 ', 'Red', 'Holzman', 1951, 'ROC', 6, 65, 7, 0, 0, 6, 2, 0, 0, 0),
('JOHNSAR01 ', 'Arnie', 'Johnson', 1951, 'ROC', 6, 166, 39, 0, 0, 31, 24, 0, 0, 0),
('JOHNSNE02 ', 'Neil', 'Johnston', 1951, 'PH1', 3, 32, 16, 0, 0, 10, 1, 0, 0, 0),
('JONESWA02 ', 'Wallace', 'Jones', 1951, 'INI', 1, 8, 2, 0, 0, 0, 0, 0, 0, 0),
('JORGENO01 ', 'Noble', 'Jorgensen', 1951, 'SYR', 7, 150, 61, 0, 0, 27, 5, 0, 0, 0),
('KAFTAGE01 ', 'George', 'Kaftan', 1951, 'NYK', 13, 232, 80, 0, 0, 30, 22, 0, 0, 0),
('KERRIJA01 ', 'Jack', 'Kerris', 1951, 'FTW', 2, 63, 25, 0, 0, 18, 9, 0, 0, 0),
('KILEYJA01 ', 'Jack', 'Kiley', 1951, 'FTW', 1, 2, 2, 0, 0, 0, 1, 0, 0, 0),
('KINGGE01  ', 'George', 'King', 1951, 'SYR', 6, 207, 57, 0, 0, 29, 21, 0, 0, 0),
('LAVOYBO01 ', 'Bob', 'Lavoy', 1951, 'INI', 2, 78, 24, 0, 0, 20, 4, 0, 0, 0),
('LOFGRDO01 ', 'Don', 'Lofgran', 1951, 'INI', 2, 10, 0, 0, 0, 0, 0, 0, 0, 0),
('LUMPPRA01 ', 'Ray', 'Lumpp', 1951, 'NYK', 12, 194, 49, 0, 0, 19, 15, 0, 0, 0),
('MACAUED01 ', 'Ed', 'Macauley', 1951, 'BOS', 3, 129, 70, 0, 0, 33, 11, 0, 0, 0),
('MAHNKJO01 ', 'John', 'Mahnken', 1951, 'BOS', 3, 50, 7, 0, 0, 10, 3, 0, 0, 0),
('MCGUIDI01 ', 'Dick', 'McGuire', 1951, 'NYK', 14, 546, 145, 0, 0, 71, 90, 0, 0, 0),
('MCKINHO01 ', 'Horace', 'McKinney', 1951, 'BOS', 3, 20, 4, 0, 0, 6, 2, 0, 0, 0),
('MIKANED01 ', 'Ed', 'Mikan', 1951, 'PH1', 3, 74, 20, 0, 0, 20, 2, 0, 0, 0),
('MIKANGE01 ', 'George', 'Mikan', 1951, 'MIE', 13, 553, 307, 0, 0, 207, 36, 0, 0, 0),
('MIKKEVE01 ', 'Vern', 'Mikkelsen', 1951, 'MIE', 13, 495, 173, 0, 0, 110, 20, 0, 0, 0),
('OSTERWA01 ', 'Wally', 'Osterkorn', 1951, 'SYR', 7, 249, 74, 0, 0, 57, 20, 0, 0, 0),
('PAYTOME01 ', 'Mel', 'Payton', 1951, 'PH1', 3, 18, 4, 0, 0, 3, 1, 0, 0, 0),
('PHILLAN01 ', 'Andy', 'Phillip', 1951, 'PH1', 3, 122, 35, 0, 0, 14, 22, 0, 0, 0),
('POLLAJI01 ', 'Jim', 'Pollard', 1951, 'MIE', 11, 469, 177, 0, 0, 71, 33, 0, 0, 0),
('RAGELRA01 ', 'Ray', 'Ragelis', 1951, 'ROC', 3, 7, 0, 0, 0, 1, 1, 0, 0, 0),
('RATKOGE01 ', 'George', 'Ratkovicz', 1951, 'SYR', 6, 59, 18, 0, 0, 22, 3, 0, 0, 0),
('RISENAR01 ', 'Arnie', 'Risen', 1951, 'ROC', 6, 229, 94, 0, 0, 75, 9, 0, 0, 0),
('ROCHARE01 ', 'Red', 'Rocha', 1951, 'SYR', 7, 276, 119, 0, 0, 48, 10, 0, 0, 0),
('SAULFR01  ', 'Frank', 'Saul', 1951, 'MIE', 13, 530, 147, 0, 0, 36, 45, 0, 0, 0),
('SCHAUFR01 ', 'Fred', 'Schaus', 1951, 'FTW', 2, 90, 31, 0, 0, 15, 14, 0, 0, 0),
('SCHAYDO01 ', 'Dolph', 'Schayes', 1951, 'SYR', 7, 248, 142, 0, 0, 90, 15, 0, 0, 0),
('SCHULHO01 ', 'Howie', 'Schultz', 1951, 'MIE', 12, 99, 18, 0, 0, 19, 5, 0, 0, 0),
('SENESGE01 ', 'George', 'Senesky', 1951, 'PH1', 3, 120, 43, 0, 0, 12, 11, 0, 0, 0),
('SEYMOPA01 ', 'Paul', 'Seymour', 1951, 'SYR', 7, 270, 85, 0, 0, 26, 25, 0, 0, 0),
('SHARECH01 ', 'Charlie', 'Share', 1951, 'FTW', 2, 35, 19, 0, 0, 10, 3, 0, 0, 0),
('SHARMBI01 ', 'Bill', 'Sharman', 1951, 'BOS', 1, 27, 15, 0, 0, 3, 7, 0, 0, 0),
('SIMMOCO01 ', 'Connie', 'Simmons', 1951, 'NYK', 14, 427, 222, 0, 0, 108, 12, 0, 0, 0),
('SPEAROD01 ', 'Odie', 'Spears', 1951, 'ROC', 6, 123, 29, 0, 0, 21, 9, 0, 0, 0),
('TOSHEBI01 ', 'Bill', 'Tosheff', 1951, 'INI', 2, 68, 7, 0, 0, 6, 7, 0, 0, 0),
('VANDEER01 ', 'Ernie', 'Vandeweghe', 1951, 'NYK', 14, 414, 151, 0, 0, 69, 27, 0, 0, 0),
('WALTHPA01 ', 'Paul', 'Walther', 1951, 'INI', 2, 85, 32, 0, 0, 7, 6, 0, 0, 0),
('WANZEBO01 ', 'Bobby', 'Wanzer', 1951, 'ROC', 6, 249, 113, 0, 0, 38, 19, 0, 0, 0),
('ZASLOMA01 ', 'Max', 'Zaslofsky', 1951, 'NYK', 14, 506, 227, 0, 0, 44, 23, 0, 0, 0),
('BAECHJI01 ', 'Jim', 'Baechtold', 1952, 'BA1', 2, 86, 38, 0, 0, 8, 11, 0, 0, 0),
('BARNHLE01 ', 'Leo', 'Barnhorst', 1952, 'INI', 2, 79, 30, 0, 0, 22, 5, 0, 0, 0),
('BORYLVI01 ', 'Vince', 'Boryla', 1952, 'NYK', 11, 397, 117, 0, 0, 35, 20, 0, 0, 0),
('BOVENDO01 ', 'Don', 'Boven', 1952, 'FTW', 8, 111, 23, 0, 0, 16, 2, 0, 0, 0),
('BRANNBO01 ', 'Bob', 'Brannum', 1952, 'BOS', 6, 83, 31, 0, 0, 21, 10, 0, 0, 0),
('BRAUNCA01 ', 'Carl', 'Braun', 1952, 'NYK', 11, 374, 148, 0, 0, 44, 31, 0, 0, 0),
('BRIANFR01 ', 'Frank', 'Brian', 1952, 'FTW', 8, 146, 45, 0, 0, 9, 11, 0, 0, 0),
('BUNTDI01  ', 'Dick', 'Bunt', 1952, 'BA1', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('CERVIAL01 ', 'Al', 'Cervi', 1952, 'SYR', 2, 28, 18, 0, 0, 0, 1, 0, 0, 0),
('CHRISCA01 ', 'Cal', 'Christensen', 1952, 'ROC', 2, 13, 3, 0, 0, 4, 1, 0, 0, 0),
('COLEMJA01 ', 'Jack', 'Coleman', 1952, 'ROC', 3, 110, 22, 0, 0, 40, 7, 0, 0, 0),
('COOPECH01 ', 'Chuck', 'Cooper', 1952, 'BOS', 6, 195, 60, 0, 0, 39, 14, 0, 0, 0),
('COUSYBO01 ', 'Bob', 'Cousy', 1952, 'BOS', 6, 270, 153, 0, 0, 25, 37, 0, 0, 0),
('DAVIEBO01 ', 'Bob', 'Davies', 1952, 'ROC', 3, 91, 26, 0, 0, 4, 14, 0, 0, 0),
('DONHABO01 ', 'Bob', 'Donham', 1952, 'BOS', 6, 138, 33, 0, 0, 21, 13, 0, 0, 0),
('EDDLETH01 ', 'Thomas', 'Eddleman', 1952, 'FTW', 7, 63, 22, 0, 0, 5, 2, 0, 0, 0),
('FENDLJA01 ', 'Jake', 'Fendley', 1952, 'FTW', 1, 2, 0, 0, 0, 1, 0, 0, 0, 0),
('FLEISJE01 ', 'Jerry', 'Fleishman', 1952, 'NYK', 2, 26, 10, 0, 0, 5, 7, 0, 0, 0),
('FOUSTLA01 ', 'Larry', 'Foust', 1952, 'FTW', 8, 332, 153, 0, 0, 111, 6, 0, 0, 0),
('GABORBI01 ', 'Billy', 'Gabor', 1952, 'SYR', 2, 28, 18, 0, 0, 3, 2, 0, 0, 0),
('GALLAHA01 ', 'Harry', 'Gallatin', 1952, 'NYK', 11, 303, 116, 0, 0, 120, 15, 0, 0, 0),
('GRABOJO01 ', 'Joe', 'Graboski', 1952, 'INI', 2, 76, 34, 0, 0, 16, 0, 0, 0, 0),
('HANNUAL01 ', 'Alex', 'Hannum', 1952, 'ROC', 3, 52, 11, 0, 0, 4, 2, 0, 0, 0),
('HARRIBO01 ', 'Bob', 'Harris', 1952, 'BOS', 6, 193, 50, 0, 0, 56, 12, 0, 0, 0),
('HARRIBO01 ', 'Bob', 'Harris', 1952, 'MIE', 12, 204, 60, 0, 0, 22, 14, 0, 0, 0),
('HENRIDO01 ', 'Don', 'Henriksen', 1952, 'BA1', 2, 94, 25, 0, 0, 24, 8, 0, 0, 0),
('HITCHLE01 ', 'Lew', 'Hitch', 1952, 'MIE', 12, 189, 49, 0, 0, 64, 11, 0, 0, 0),
('HOFFMPA01 ', 'Paul', 'Hoffman', 1952, 'BA1', 2, 81, 17, 0, 0, 7, 11, 0, 0, 0),
('HOLSTJI01 ', 'Jim', 'Holstein', 1952, 'MIE', 12, 192, 52, 0, 0, 30, 11, 0, 0, 0),
('HOLZMRE01 ', 'Red', 'Holzman', 1952, 'ROC', 2, 14, 3, 0, 0, 1, 1, 0, 0, 0),
('JORGENO01 ', 'Noble', 'Jorgensen', 1952, 'SYR', 2, 44, 14, 0, 0, 10, 3, 0, 0, 0),
('KERRIJA01 ', 'Jack', 'Kerris', 1952, 'BA1', 2, 31, 7, 0, 0, 2, 0, 0, 0, 0),
('KINGGE01  ', 'George', 'King', 1952, 'SYR', 2, 67, 22, 0, 0, 5, 9, 0, 0, 0),
('LAVOYBO01 ', 'Bob', 'Lavoy', 1952, 'INI', 2, 47, 10, 0, 0, 10, 2, 0, 0, 0),
('LLOYDEA01 ', 'Earl', 'Lloyd', 1952, 'SYR', 2, 73, 15, 0, 0, 9, 5, 0, 0, 0),
('LOCHMBO01 ', 'Bob', 'Lochmueller', 1952, 'SYR', 2, 21, 5, 0, 0, 5, 2, 0, 0, 0),
('LUMPPRA01 ', 'Ray', 'Lumpp', 1952, 'BA1', 2, 75, 21, 0, 0, 8, 5, 0, 0, 0),
('MACAUED01 ', 'Ed', 'Macauley', 1952, 'BOS', 6, 278, 101, 0, 0, 58, 21, 0, 0, 0),
('MAHNKJO01 ', 'John', 'Mahnken', 1952, 'BOS', 6, 72, 5, 0, 0, 19, 6, 0, 0, 0),
('MAHONFR01 ', 'Francis', 'Mahoney', 1952, 'BOS', 4, 45, 9, 0, 0, 7, 2, 0, 0, 0),
('MCGUIDI01 ', 'Dick', 'McGuire', 1952, 'NYK', 11, 360, 83, 0, 0, 63, 70, 0, 0, 0),
('MCMAHJA01 ', 'Jack', 'McMahon', 1952, 'ROC', 3, 66, 26, 0, 0, 5, 6, 0, 0, 0),
('MEINEDO01 ', 'Don', 'Meineke', 1952, 'FTW', 8, 227, 60, 0, 0, 26, 10, 0, 0, 0),
('MIKANED01 ', 'Ed', 'Mikan', 1952, 'INI', 2, 32, 7, 0, 0, 7, 0, 0, 0, 0),
('MIKANGE01 ', 'George', 'Mikan', 1952, 'MIE', 12, 463, 238, 0, 0, 185, 23, 0, 0, 0),
('MIKKEVE01 ', 'Vern', 'Mikkelsen', 1952, 'MIE', 12, 400, 144, 0, 0, 104, 24, 0, 0, 0),
('MILLEED01 ', 'Eddie', 'Miller', 1952, 'BA1', 2, 93, 33, 0, 0, 36, 5, 0, 0, 0),
('OSTERWA01 ', 'Wally', 'Osterkorn', 1952, 'SYR', 2, 42, 9, 0, 0, 4, 2, 0, 0, 0),
('PAYTOME01 ', 'Mel', 'Payton', 1952, 'INI', 2, 36, 21, 0, 0, 6, 0, 0, 0, 0),
('PHILLAN01 ', 'Andy', 'Phillip', 1952, 'FTW', 8, 329, 82, 0, 0, 32, 30, 0, 0, 0),
('POLLAJI01 ', 'Jim', 'Pollard', 1952, 'MIE', 12, 455, 172, 0, 0, 86, 49, 0, 0, 0),
('PRIDDBO01 ', 'Bob', 'Priddy', 1952, 'BA1', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('RAIKESH01 ', 'Sherwin', 'Raiken', 1952, 'NYK', 4, 19, 8, 0, 0, 1, 2, 0, 0, 0),
('RHODEGE01 ', 'Gene', 'Rhodes', 1952, 'INI', 2, 51, 9, 0, 0, 7, 5, 0, 0, 0),
('RISENAR01 ', 'Arnie', 'Risen', 1952, 'ROC', 3, 109, 39, 0, 0, 35, 2, 0, 0, 0),
('ROCHARE01 ', 'Red', 'Rocha', 1952, 'SYR', 2, 107, 31, 0, 0, 17, 7, 0, 0, 0),
('ROLLIKE01 ', 'Kenny', 'Rollins', 1952, 'BOS', 6, 65, 20, 0, 0, 8, 7, 0, 0, 0),
('SAULFR01  ', 'Frank', 'Saul', 1952, 'MIE', 12, 297, 86, 0, 0, 28, 18, 0, 0, 0),
('SCHAUFR01 ', 'Fred', 'Schaus', 1952, 'FTW', 8, 244, 71, 0, 0, 42, 12, 0, 0, 0),
('SCHAYDO01 ', 'Dolph', 'Schayes', 1952, 'SYR', 2, 58, 18, 0, 0, 17, 1, 0, 0, 0),
('SCHNIDI01 ', 'Dick', 'Schnittker', 1952, 'MIE', 7, 29, 9, 0, 0, 4, 0, 0, 0, 0),
('SCOLAFR01 ', 'Freddie', 'Scolari', 1952, 'FTW', 8, 268, 107, 0, 0, 25, 21, 0, 0, 0),
('SEYMOPA01 ', 'Paul', 'Seymour', 1952, 'SYR', 2, 112, 36, 0, 0, 10, 8, 0, 0, 0),
('SHARECH01 ', 'Charlie', 'Share', 1952, 'FTW', 8, 198, 48, 0, 0, 52, 12, 0, 0, 0),
('SHARMBI01 ', 'Bill', 'Sharman', 1952, 'BOS', 6, 201, 70, 0, 0, 15, 15, 0, 0, 0),
('SIMMOCO01 ', 'Connie', 'Simmons', 1952, 'NYK', 11, 341, 145, 0, 0, 82, 25, 0, 0, 0),
('SKOOGWH01 ', 'Whitey', 'Skoog', 1952, 'MIE', 11, 198, 64, 0, 0, 23, 13, 0, 0, 0),
('SPEAROD01 ', 'Odie', 'Spears', 1952, 'ROC', 3, 62, 20, 0, 0, 12, 0, 0, 0, 0),
('SURHODI01 ', 'Dick', 'Surhoff', 1952, 'NYK', 4, 13, 4, 0, 0, 2, 2, 0, 0, 0),
('TOSHEBI01 ', 'Bill', 'Tosheff', 1952, 'INI', 2, 66, 9, 0, 0, 5, 4, 0, 0, 0),
('VANDEER01 ', 'Ernie', 'Vandeweghe', 1952, 'NYK', 11, 340, 144, 0, 0, 64, 27, 0, 0, 0),
('WALTHPA01 ', 'Paul', 'Walther', 1952, 'INI', 2, 75, 26, 0, 0, 8, 4, 0, 0, 0),
('WANZEBO01 ', 'Bobby', 'Wanzer', 1952, 'ROC', 3, 116, 51, 0, 0, 21, 9, 0, 0, 0),
('ZAWOLRO01 ', 'Robert', 'Zawoluk', 1952, 'INI', 2, 18, 2, 0, 0, 2, 0, 0, 0, 0),
('BAECHJI01 ', 'Jim', 'Baechtold', 1953, 'NYK', 4, 106, 35, 0, 0, 10, 11, 0, 0, 0),
('BARKSDO01 ', 'Don', 'Barksdale', 1953, 'BOS', 6, 106, 30, 0, 0, 27, 7, 0, 0, 0),
('BARNHLE01 ', 'Leo', 'Barnhorst', 1953, 'FTW', 4, 60, 23, 0, 0, 5, 6, 0, 0, 0),
('BARREER01 ', 'Ernie', 'Barrett', 1953, 'BOS', 6, 63, 8, 0, 0, 6, 4, 0, 0, 0),
('BORYLVI01 ', 'Vince', 'Boryla', 1953, 'NYK', 3, 66, 27, 0, 0, 2, 1, 0, 0, 0),
('BRANNBO01 ', 'Bob', 'Brannum', 1953, 'BOS', 6, 136, 28, 0, 0, 45, 10, 0, 0, 0),
('BRAUNCA01 ', 'Carl', 'Braun', 1953, 'NYK', 4, 125, 71, 0, 0, 12, 9, 0, 0, 0),
('BRIANFR01 ', 'Frank', 'Brian', 1953, 'FTW', 4, 106, 41, 0, 0, 12, 10, 0, 0, 0),
('CHRISCA01 ', 'Cal', 'Christensen', 1953, 'ROC', 6, 137, 32, 0, 0, 35, 15, 0, 0, 0),
('COLEMJA01 ', 'Jack', 'Coleman', 1953, 'ROC', 6, 238, 70, 0, 0, 74, 12, 0, 0, 0),
('COOPECH01 ', 'Chuck', 'Cooper', 1953, 'BOS', 6, 108, 24, 0, 0, 31, 4, 0, 0, 0),
('COUSYBO01 ', 'Bob', 'Cousy', 1953, 'BOS', 6, 260, 126, 0, 0, 32, 38, 0, 0, 0),
('DAVIEBO01 ', 'Bob', 'Davies', 1953, 'ROC', 6, 172, 51, 0, 0, 12, 14, 0, 0, 0),
('DONHABO01 ', 'Bob', 'Donham', 1953, 'BOS', 6, 98, 20, 0, 0, 12, 6, 0, 0, 0),
('FOUSTLA01 ', 'Larry', 'Foust', 1953, 'FTW', 4, 129, 41, 0, 0, 38, 7, 0, 0, 0),
('GABORBI01 ', 'Billy', 'Gabor', 1953, 'SYR', 10, 196, 76, 0, 0, 28, 19, 0, 0, 0),
('GALLAHA01 ', 'Harry', 'Gallatin', 1953, 'NYK', 4, 151, 54, 0, 0, 61, 6, 0, 0, 0),
('HANNUAL01 ', 'Alex', 'Hannum', 1953, 'ROC', 6, 107, 39, 0, 0, 22, 5, 0, 0, 0),
('HARRIBO01 ', 'Bob', 'Harris', 1953, 'BOS', 6, 150, 48, 0, 0, 35, 3, 0, 0, 0),
('HOLSTJI01 ', 'Jim', 'Holstein', 1953, 'MIE', 13, 188, 46, 0, 0, 35, 11, 0, 0, 0),
('HUTCHME01 ', 'Mel', 'Hutchins', 1953, 'FTW', 4, 162, 42, 0, 0, 37, 6, 0, 0, 0),
('KENVIBI01 ', 'Bill', 'Kenville', 1953, 'SYR', 13, 374, 116, 0, 0, 48, 25, 0, 0, 0),
('KINGGE01  ', 'George', 'King', 1953, 'SYR', 10, 286, 88, 0, 0, 22, 21, 0, 0, 0),
('LAVOYBO01 ', 'Bob', 'Lavoy', 1953, 'SYR', 13, 358, 118, 0, 0, 85, 20, 0, 0, 0),
('LLOYDEA01 ', 'Earl', 'Lloyd', 1953, 'SYR', 10, 260, 67, 0, 0, 57, 20, 0, 0, 0),
('LOVELCL01 ', 'Clyde', 'Lovellette', 1953, 'MIE', 13, 265, 136, 0, 0, 126, 7, 0, 0, 0),
('MACAUED01 ', 'Ed', 'Macauley', 1953, 'BOS', 5, 127, 25, 0, 0, 21, 21, 0, 0, 0),
('MASINAL01 ', 'Al', 'Masino', 1953, 'SYR', 13, 96, 21, 0, 0, 6, 7, 0, 0, 0),
('MCGUIDI01 ', 'Dick', 'McGuire', 1953, 'NYK', 4, 68, 11, 0, 0, 4, 5, 0, 0, 0),
('MCMAHJA01 ', 'Jack', 'McMahon', 1953, 'ROC', 6, 197, 68, 0, 0, 24, 24, 0, 0, 0),
('MEINEDO01 ', 'Don', 'Meineke', 1953, 'FTW', 4, 87, 19, 0, 0, 15, 6, 0, 0, 0),
('MIKANGE01 ', 'George', 'Mikan', 1953, 'MIE', 13, 424, 252, 0, 0, 171, 25, 0, 0, 0),
('MIKKEVE01 ', 'Vern', 'Mikkelsen', 1953, 'MIE', 13, 375, 133, 0, 0, 73, 17, 0, 0, 0),
('MURRAKE01 ', 'Ken', 'Murray', 1953, 'FTW', 3, 15, 14, 0, 0, 0, 0, 0, 0, 0),
('NICHOJA01 ', 'Jack', 'Nichols', 1953, 'BOS', 6, 211, 100, 0, 0, 62, 31, 0, 0, 0),
('OSTERWA01 ', 'Wally', 'Osterkorn', 1953, 'SYR', 13, 542, 140, 0, 0, 125, 37, 0, 0, 0),
('PHILLAN01 ', 'Andy', 'Phillip', 1953, 'FTW', 4, 136, 35, 0, 0, 12, 17, 0, 0, 0),
('POLLAJI01 ', 'Jim', 'Pollard', 1953, 'MIE', 13, 543, 160, 0, 0, 110, 41, 0, 0, 0),
('RISENAR01 ', 'Arnie', 'Risen', 1953, 'ROC', 6, 200, 89, 0, 0, 54, 4, 0, 0, 0),
('SAULFR01  ', 'Frank', 'Saul', 1953, 'MIE', 13, 227, 61, 0, 0, 27, 14, 0, 0, 0),
('SCHAUFR01 ', 'Fred', 'Schaus', 1953, 'NYK', 4, 119, 28, 0, 0, 12, 8, 0, 0, 0),
('SCHAYDO01 ', 'Dolph', 'Schayes', 1953, 'SYR', 13, 374, 208, 0, 0, 136, 24, 0, 0, 0),
('SCHNIDI01 ', 'Dick', 'Schnittker', 1953, 'MIE', 13, 163, 34, 0, 0, 21, 5, 0, 0, 0),
('SCOLAFR01 ', 'Freddie', 'Scolari', 1953, 'FTW', 4, 60, 12, 0, 0, 7, 6, 0, 0, 0),
('SEYMOPA01 ', 'Paul', 'Seymour', 1953, 'SYR', 13, 559, 194, 0, 0, 34, 60, 0, 0, 0),
('SHARMBI01 ', 'Bill', 'Sharman', 1953, 'BOS', 6, 206, 113, 0, 0, 25, 10, 0, 0, 0),
('SIMMOCO01 ', 'Connie', 'Simmons', 1953, 'NYK', 4, 111, 45, 0, 0, 33, 10, 0, 0, 0),
('SKOOGWH01 ', 'Whitey', 'Skoog', 1953, 'MIE', 13, 402, 96, 0, 0, 47, 23, 0, 0, 0),
('SPEAROD01 ', 'Odie', 'Spears', 1953, 'ROC', 6, 121, 28, 0, 0, 13, 8, 0, 0, 0),
('SWANSNO01 ', 'Norm', 'Swanson', 1953, 'ROC', 6, 23, 8, 0, 0, 5, 0, 0, 0, 0),
('WANZEBO01 ', 'Bobby', 'Wanzer', 1953, 'ROC', 6, 245, 96, 0, 0, 35, 26, 0, 0, 0),
('YARDLGE01 ', 'George', 'Yardley', 1953, 'FTW', 4, 107, 42, 0, 0, 24, 3, 0, 0, 0),
('ZASLOMA01 ', 'Max', 'Zaslofsky', 1953, 'FTW', 4, 98, 35, 0, 0, 3, 6, 0, 0, 0),
('BAECHJI01 ', 'Jim', 'Baechtold', 1954, 'NYK', 3, 115, 48, 0, 0, 14, 14, 0, 0, 0),
('BARKSDO01 ', 'Don', 'Barksdale', 1954, 'BOS', 7, 122, 54, 0, 0, 35, 10, 0, 0, 0),
('BRANNBO01 ', 'Bob', 'Brannum', 1954, 'BOS', 7, 225, 63, 0, 0, 79, 13, 0, 0, 0),
('BRAUNCA01 ', 'Carl', 'Braun', 1954, 'NYK', 3, 103, 54, 0, 0, 14, 16, 0, 0, 0),
('BRIANFR01 ', 'Frank', 'Brian', 1954, 'FTW', 11, 269, 127, 0, 0, 22, 27, 0, 0, 0),
('CARNEBO01 ', 'Bob', 'Carney', 1954, 'MIE', 7, 41, 10, 0, 0, 5, 3, 0, 0, 0),
('CHRISCA01 ', 'Cal', 'Christensen', 1954, 'ROC', 3, 30, 7, 0, 0, 6, 0, 0, 0, 0),
('COLEMJA01 ', 'Jack', 'Coleman', 1954, 'ROC', 3, 91, 24, 0, 0, 28, 8, 0, 0, 0),
('COOKBE01  ', 'Bert', 'Cook', 1954, 'NYK', 1, 20, 8, 0, 0, 0, 2, 0, 0, 0),
('COUSYBO01 ', 'Bob', 'Cousy', 1954, 'BOS', 7, 299, 152, 0, 0, 43, 65, 0, 0, 0),
('DAVIEBO01 ', 'Bob', 'Davies', 1954, 'ROC', 3, 75, 25, 0, 0, 6, 9, 0, 0, 0),
('FARLEDI01 ', 'Dick', 'Farley', 1954, 'SYR', 11, 168, 52, 0, 0, 13, 20, 0, 0, 0),
('FELIXRA01 ', 'Ray', 'Felix', 1954, 'NYK', 3, 63, 17, 0, 0, 12, 1, 0, 0, 0),
('FOUSTLA01 ', 'Larry', 'Foust', 1954, 'FTW', 11, 331, 172, 0, 0, 107, 26, 0, 0, 0),
('GALLAHA01 ', 'Harry', 'Gallatin', 1954, 'NYK', 3, 108, 55, 0, 0, 44, 7, 0, 0, 0),
('HENRIDO01 ', 'Don', 'Henriksen', 1954, 'ROC', 3, 70, 13, 0, 0, 16, 3, 0, 0, 0),
('HITCHLE01 ', 'Lew', 'Hitch', 1954, 'MIE', 7, 137, 55, 0, 0, 42, 10, 0, 0, 0),
('HOLSTJI01 ', 'Jim', 'Holstein', 1954, 'MIE', 7, 117, 40, 0, 0, 30, 6, 0, 0, 0),
('HOUBRBO01 ', 'Bob', 'Houbregs', 1954, 'FTW', 11, 213, 77, 0, 0, 62, 19, 0, 0, 0),
('HUTCHME01 ', 'Mel', 'Hutchins', 1954, 'FTW', 11, 417, 158, 0, 0, 89, 31, 0, 0, 0),
('KALAFED01 ', 'Ed', 'Kalafat', 1954, 'MIE', 7, 76, 7, 0, 0, 18, 0, 0, 0, 0),
('KENVIBI01 ', 'Bill', 'Kenville', 1954, 'SYR', 11, 130, 70, 0, 0, 31, 11, 0, 0, 0),
('KINGGE01  ', 'George', 'King', 1954, 'SYR', 11, 371, 127, 0, 0, 41, 62, 0, 0, 0),
('LLOYDEA01 ', 'Earl', 'Lloyd', 1954, 'SYR', 11, 355, 127, 0, 0, 89, 35, 0, 0, 0),
('LOVELCL01 ', 'Clyde', 'Lovellette', 1954, 'MIE', 7, 197, 117, 0, 0, 64, 3, 0, 0, 0),
('MACAUED01 ', 'Ed', 'Macauley', 1954, 'BOS', 7, 283, 127, 0, 0, 52, 32, 0, 0, 0),
('MARSHTO01 ', 'Tom', 'Marshall', 1954, 'ROC', 3, 50, 9, 0, 0, 17, 2, 0, 0, 0),
('MCGUIDI01 ', 'Dick', 'McGuire', 1954, 'NYK', 3, 75, 20, 0, 0, 9, 12, 0, 0, 0),
('MCMAHJA01 ', 'Jack', 'McMahon', 1954, 'ROC', 3, 109, 52, 0, 0, 17, 15, 0, 0, 0),
('MEINEDO01 ', 'Don', 'Meineke', 1954, 'FTW', 11, 162, 59, 0, 0, 48, 9, 0, 0, 0),
('MIKKEVE01 ', 'Vern', 'Mikkelsen', 1954, 'MIE', 7, 209, 96, 0, 0, 78, 13, 0, 0, 0),
('MORRIDW01 ', 'Dwight', 'Morrison', 1954, 'BOS', 7, 42, 7, 0, 0, 14, 1, 0, 0, 0),
('NICHOJA01 ', 'Jack', 'Nichols', 1954, 'BOS', 7, 231, 73, 0, 0, 49, 23, 0, 0, 0),
('OSTERWA01 ', 'Wally', 'Osterkorn', 1954, 'SYR', 11, 75, 35, 0, 0, 21, 11, 0, 0, 0),
('PALAZTO01 ', 'Togo', 'Palazzi', 1954, 'BOS', 5, 30, 29, 0, 0, 14, 1, 0, 0, 0),
