('﻿ilkid', 'firstname', 'lastname', year, 'team', gp, minutes, pts, dreb, oreb, reb, asts, stl, blk, turnover),
('MALONJE01 ', 'Jeff', 'Malone', 1991, 'UTA', 16, 610, 331, 27, 12, 39, 31, 8, 2, 26),
('MALONKA01 ', 'Karl', 'Malone', 1991, 'UTA', 16, 688, 465, 138, 43, 181, 42, 22, 19, 46),
('MANNIDA01 ', 'Danny', 'Manning', 1991, 'LAC', 5, 194, 113, 13, 15, 28, 14, 5, 4, 13),
('MARCISA01 ', 'Sarunas', 'Marciulionis', 1991, 'GSW', 4, 133, 85, 6, 3, 9, 20, 3, 1, 4),
('MASONAN01 ', 'Anthony', 'Mason', 1991, 'NYK', 12, 288, 60, 48, 28, 76, 10, 2, 8, 11),
('MCCANBO01 ', 'Bob', 'McCann', 1991, 'DET', 1, 13, 6, 1, 1, 2, 0, 0, 1, 2),
('MCCLOGE01 ', 'George', 'McCloud', 1991, 'IND', 2, 53, 23, 2, 0, 2, 6, 2, 1, 3),
('MCCORTI01 ', 'Tim', 'McCormick', 1991, 'NYK', 1, 6, 0, 3, 0, 3, 0, 0, 0, 0),
('MCDANXA01 ', 'Xavier', 'McDaniel', 1991, 'NYK', 12, 458, 226, 43, 43, 86, 23, 9, 2, 27),
('MCHALKE01 ', 'Kevin', 'McHale', 1991, 'BOS', 10, 306, 165, 46, 21, 67, 13, 5, 5, 9),
('MCKEYDE01 ', 'Derrick', 'McKey', 1991, 'SEA', 9, 315, 147, 27, 17, 44, 24, 7, 12, 22),
('MCMILNA01 ', 'Nate', 'McMillan', 1991, 'SEA', 9, 246, 86, 19, 14, 33, 63, 16, 3, 22),
('MILLERE01 ', 'Reggie', 'Miller', 1991, 'IND', 3, 130, 81, 3, 4, 7, 14, 4, 0, 4),
('MILLSTE01 ', 'Terry', 'Mills', 1991, 'NJN', 4, 77, 27, 15, 9, 24, 8, 1, 2, 7),
('MORRICH01 ', 'Chris', 'Morris', 1991, 'NJN', 4, 135, 75, 9, 11, 20, 5, 7, 7, 8),
('MORTOJO01 ', 'John', 'Morton', 1991, 'MIA', 1, 2, 2, 0, 0, 0, 0, 0, 0, 1),
('MULLICH01 ', 'Chris', 'Mullin', 1991, 'GSW', 4, 168, 71, 9, 3, 12, 12, 5, 2, 8),
('MURDOER01 ', 'Eric', 'Murdock', 1991, 'UTA', 3, 11, 8, 3, 0, 3, 1, 1, 1, 3),
('NANCELA01 ', 'Larry', 'Nance', 1991, 'CLE', 17, 681, 306, 112, 45, 157, 43, 14, 46, 26),
('NEALYED01 ', 'Ed', 'Nealy', 1991, 'PHO', 8, 67, 23, 14, 4, 18, 4, 3, 0, 0),
('NORMAKE01 ', 'Ken', 'Norman', 1991, 'LAC', 5, 184, 63, 30, 19, 49, 15, 4, 3, 6),
('OAKLECH01 ', 'Charles', 'Oakley', 1991, 'NYK', 12, 354, 64, 64, 44, 108, 8, 8, 5, 15),
('OGGAL01   ', 'Alan', 'Ogg', 1991, 'MIA', 3, 15, 3, 1, 0, 1, 0, 1, 3, 0),
('OWENSBI01 ', 'Billy', 'Owens', 1991, 'GSW', 4, 157, 77, 20, 13, 33, 13, 8, 2, 6),
('PACKRO01  ', 'Robert', 'Pack', 1991, 'POR', 14, 52, 11, 4, 2, 6, 7, 5, 1, 3),
('PARISRO01 ', 'Robert', 'Parish', 1991, 'BOS', 10, 335, 120, 59, 38, 97, 14, 7, 15, 9),
('PAXSOJO01 ', 'John', 'Paxson', 1991, 'CHI', 22, 598, 174, 22, 0, 22, 61, 14, 1, 13),
('PAYTOGA01 ', 'Gary', 'Payton', 1991, 'SEA', 8, 221, 61, 15, 6, 21, 38, 8, 2, 10),
('PERDUWI01 ', 'Will', 'Perdue', 1991, 'CHI', 18, 157, 45, 22, 18, 40, 9, 3, 10, 12),
('PERRYTI01 ', 'Tim', 'Perry', 1991, 'PHO', 8, 185, 99, 27, 12, 39, 11, 3, 6, 14),
('PERSOCH01 ', 'Chuck', 'Person', 1991, 'IND', 3, 118, 51, 8, 1, 9, 7, 2, 0, 6),
('PETRODR01 ', 'Drazen', 'Petrovic', 1991, 'NJN', 4, 163, 97, 6, 4, 10, 13, 4, 1, 8),
('PHILLBO01 ', 'Bobby', 'Phills', 1991, 'CLE', 5, 12, 11, 4, 2, 6, 5, 1, 0, 2),
('PIERCRI01 ', 'Ricky', 'Pierce', 1991, 'SEA', 9, 316, 176, 13, 9, 22, 28, 5, 1, 24),
('PINCKED01 ', 'Ed', 'Pinckney', 1991, 'BOS', 10, 314, 96, 48, 36, 84, 7, 12, 9, 13),
('PIPPESC01 ', 'Scottie', 'Pippen', 1991, 'CHI', 22, 899, 428, 134, 59, 193, 147, 41, 25, 70),
('POLYNOL01 ', 'Olden', 'Polynice', 1991, 'LAC', 5, 63, 16, 16, 2, 18, 2, 1, 1, 1),
('PORTETE01 ', 'Terry', 'Porter', 1991, 'POR', 21, 870, 450, 72, 25, 97, 141, 22, 3, 46),
('PRESSPA01 ', 'Paul', 'Pressey', 1991, 'SAS', 3, 46, 13, 2, 1, 3, 3, 3, 1, 5),
('PRICEMA01 ', 'Mark', 'Price', 1991, 'CLE', 17, 603, 327, 32, 10, 42, 128, 24, 4, 56),
('RICEGL01  ', 'Glen', 'Rice', 1991, 'MIA', 3, 119, 57, 7, 3, 10, 5, 2, 0, 6),
('RIVERDO01 ', 'Doc', 'Rivers', 1991, 'LAC', 5, 187, 76, 15, 4, 19, 21, 6, 0, 3),
('ROBINCL01 ', 'Clifford T.', 'Robinson', 1991, 'LAL', 3, 24, 11, 4, 2, 6, 1, 3, 1, 2),
('ROBINCL02 ', 'Clifford R. ', 'Robinson', 1991, 'POR', 21, 522, 227, 63, 25, 88, 43, 22, 21, 28),
('RODMADE01 ', 'Dennis', 'Rodman', 1991, 'DET', 5, 156, 36, 35, 16, 51, 9, 4, 2, 7),
('ROYALDO01 ', 'Donald', 'Royal', 1991, 'SAS', 3, 57, 15, 7, 5, 12, 0, 2, 2, 6),
('RUDDDE01  ', 'Delaney', 'Rudd', 1991, 'UTA', 10, 84, 25, 4, 0, 4, 19, 3, 0, 4),
('SALLEJO01 ', 'John', 'Salley', 1991, 'DET', 5, 149, 63, 20, 10, 30, 14, 3, 14, 9),
('SANDEMI01 ', 'Mike', 'Sanders', 1991, 'CLE', 17, 418, 130, 35, 20, 55, 37, 15, 12, 23),
('SCHREDE01 ', 'Detlef', 'Schrempf', 1991, 'IND', 3, 120, 63, 27, 12, 39, 7, 2, 1, 7),
('SCOTTBY01 ', 'Byron', 'Scott', 1991, 'LAL', 4, 148, 75, 7, 3, 10, 14, 6, 1, 5),
('SEIKARO01 ', 'Rony', 'Seikaly', 1991, 'MIA', 3, 117, 62, 19, 11, 30, 4, 1, 5, 9),
('SELLEBR01 ', 'Brad', 'Sellers', 1991, 'DET', 2, 13, 6, 0, 0, 0, 2, 0, 2, 0),
('SHAWBR01  ', 'Brian', 'Shaw', 1991, 'MIA', 3, 85, 36, 11, 2, 13, 12, 2, 0, 7),
('SMITHCH01 ', 'Charles', 'Smith', 1991, 'LAC', 5, 148, 58, 18, 10, 28, 9, 4, 12, 10),
('SMITHST01 ', 'Steve', 'Smith', 1991, 'MIA', 3, 100, 48, 3, 3, 6, 15, 4, 1, 3),
('SMITHTO01 ', 'Tony', 'Smith', 1991, 'LAL', 4, 40, 7, 1, 1, 2, 5, 4, 0, 3),
('SMITSRI01 ', 'Rik', 'Smits', 1991, 'IND', 3, 28, 10, 3, 3, 6, 0, 2, 1, 3),
('SPARRRO01 ', 'Rory', 'Sparrow', 1991, 'LAL', 3, 16, 5, 0, 1, 1, 4, 1, 0, 0),
('STARKJO01 ', 'John', 'Starks', 1991, 'NYK', 12, 295, 145, 23, 7, 30, 38, 17, 0, 22),
('STOCKJO01 ', 'John', 'Stockton', 1991, 'UTA', 16, 623, 237, 37, 10, 47, 217, 34, 5, 58),
('STRICRO01 ', 'Rod', 'Strickland', 1991, 'SAS', 2, 80, 31, 7, 0, 7, 19, 3, 2, 6),
('SUNDVJO01 ', 'Jon', 'Sundvold', 1991, 'MIA', 1, 2, 0, 0, 0, 0, 0, 0, 0, 0),
('SUTTOGR01 ', 'Greg', 'Sutton', 1991, 'SAS', 2, 15, 7, 0, 0, 0, 2, 1, 1, 0),
('TEAGLTE01 ', 'Terry', 'Teagle', 1991, 'LAL', 4, 126, 70, 10, 3, 13, 8, 5, 2, 8),
('THOMAIS01 ', 'Isiah', 'Thomas', 1991, 'DET', 5, 200, 70, 23, 3, 26, 37, 5, 0, 16),
('THOMPLA01 ', 'Lasalle', 'Thompson', 1991, 'IND', 3, 63, 16, 11, 2, 13, 4, 1, 4, 3),
('THORNBO01 ', 'Bob', 'Thornton', 1991, 'UTA', 7, 32, 7, 5, 4, 9, 1, 0, 0, 1),
('THREASE01 ', 'Sedale', 'Threatt', 1991, 'LAL', 4, 162, 59, 8, 0, 8, 17, 2, 0, 11),
('TUCKETR01 ', 'Trent', 'Tucker', 1991, 'SAS', 3, 38, 14, 2, 1, 3, 2, 0, 0, 3),
('VANDEKI01 ', 'Kiki', 'Vandeweghe', 1991, 'NYK', 8, 75, 36, 3, 3, 6, 4, 2, 1, 1),
('VAUGHLO01 ', 'Loy', 'Vaught', 1991, 'LAC', 5, 36, 17, 10, 2, 12, 4, 1, 1, 1),
('VRANKST01 ', 'Stojan', 'Vrankovic', 1991, 'BOS', 1, 3, 2, 0, 0, 0, 1, 0, 0, 0),
('WALKEDA01 ', 'Darrell', 'Walker', 1991, 'DET', 5, 68, 10, 7, 5, 12, 4, 1, 0, 5),
('WESTMA01  ', 'Mark', 'West', 1991, 'PHO', 8, 96, 32, 9, 8, 17, 2, 2, 4, 2),
('WHATLEN01 ', 'Ennis', 'Whatley', 1991, 'POR', 15, 96, 16, 10, 0, 10, 13, 7, 0, 4),
('WILKIGE01 ', 'Gerald', 'Wilkins', 1991, 'NYK', 12, 344, 107, 18, 12, 30, 34, 5, 1, 15),
('WILLIBU01 ', 'Buck', 'Williams', 1991, 'POR', 21, 758, 201, 118, 61, 179, 22, 27, 17, 45),
('WILLIHO01 ', 'Hotrod', 'Williams', 1991, 'CLE', 17, 567, 255, 80, 50, 130, 42, 24, 17, 31),
('WILLIKE03 ', 'Kenny', 'Williams', 1991, 'IND', 1, 1, 0, 0, 0, 0, 0, 1, 0, 0),
('WILLIMI01 ', 'Michael', 'Williams', 1991, 'IND', 3, 106, 50, 7, 1, 8, 24, 9, 0, 7),
('WILLISC01 ', 'Scott', 'Williams', 1991, 'CHI', 22, 321, 88, 62, 33, 95, 7, 6, 18, 15),
('WINCHKE01 ', 'Kennard', 'Winchester', 1991, 'NYK', 3, 11, 6, 0, 0, 0, 2, 0, 0, 1),
('WOOLROR01 ', 'Orlando', 'Woolridge', 1991, 'DET', 5, 128, 55, 5, 5, 10, 3, 1, 1, 6),
('YOUNGDA01 ', 'Danny', 'Young', 1991, 'LAC', 3, 11, 4, 0, 0, 0, 1, 0, 0, 2),
('ABDELAL01 ', 'Alaa', 'Abdelnaby', 1992, 'BOS', 4, 68, 22, 11, 2, 13, 1, 0, 1, 9),
('ADDISRA01 ', 'Rafael', 'Addison', 1992, 'NJN', 5, 53, 17, 3, 3, 6, 5, 3, 0, 3),
('AINGEDA01 ', 'Danny', 'Ainge', 1992, 'PHO', 24, 591, 195, 40, 20, 60, 56, 12, 2, 22),
('ANDERER01 ', 'Eric', 'Anderson', 1992, 'NYK', 2, 6, 2, 1, 0, 1, 0, 0, 0, 1),
('ANDERWI01 ', 'Willie', 'Anderson', 1992, 'SAS', 10, 219, 95, 19, 4, 23, 28, 9, 2, 12),
('ANTHOGR01 ', 'Greg', 'Anthony', 1992, 'NYK', 15, 240, 59, 26, 4, 30, 52, 13, 1, 11),
('ARMSTBJ01 ', 'B.j.', 'Armstrong', 1992, 'CHI', 19, 643, 217, 22, 6, 28, 62, 19, 2, 14),
('ASKEWVI01 ', 'Vincent', 'Askew', 1992, 'SEA', 12, 103, 62, 9, 10, 19, 9, 1, 1, 7),
('AUGMOST01 ', 'Stacey', 'Augmon', 1992, 'ATL', 3, 93, 36, 5, 3, 8, 5, 4, 0, 4),
('AUSTIIS01 ', 'Isaac', 'Austin', 1992, 'UTA', 1, 3, 2, 1, 0, 1, 0, 0, 1, 0),
('BARKLCH01 ', 'Charles', 'Barkley', 1992, 'PHO', 24, 1026, 638, 233, 93, 326, 102, 39, 25, 50),
('BARRODA01 ', 'Dana', 'Barros', 1992, 'SEA', 16, 136, 55, 12, 0, 12, 12, 5, 0, 8),
('BATTLJO01 ', 'John', 'Battle', 1992, 'CLE', 1, 6, 0, 1, 0, 1, 1, 0, 0, 2),
('BENNETO01 ', 'Tony', 'Bennett', 1992, 'CHA', 8, 86, 30, 8, 1, 9, 13, 2, 1, 5),
('BENOIDA01 ', 'David', 'Benoit', 1992, 'UTA', 5, 136, 37, 17, 7, 24, 5, 3, 6, 2),
('BLACKRO01 ', 'Rolando', 'Blackman', 1992, 'NYK', 15, 214, 63, 13, 4, 17, 16, 3, 2, 21),
('BLAYLMO01 ', 'Mookie', 'Blaylock', 1992, 'ATL', 3, 99, 27, 11, 2, 13, 13, 3, 4, 11),
('BOGUEMU01 ', 'Muggsy', 'Bogues', 1992, 'CHA', 9, 346, 88, 30, 6, 36, 70, 24, 0, 17),
('BOWIESA01 ', 'Sam', 'Bowie', 1992, 'NJN', 3, 71, 10, 10, 2, 12, 2, 6, 1, 4),
('BRANDTE01 ', 'Terrell', 'Brandon', 1992, 'CLE', 8, 132, 51, 13, 4, 17, 17, 7, 3, 14),
('BREUERA01 ', 'Randy', 'Breuer', 1992, 'ATL', 1, 17, 2, 1, 1, 2, 1, 0, 1, 0),
('BROOKSC01 ', 'Scott', 'Brooks', 1992, 'HOU', 12, 197, 47, 9, 1, 10, 31, 9, 0, 13),
('BROWNCH01 ', 'Chucky', 'Brown', 1992, 'NJN', 4, 62, 24, 6, 3, 9, 1, 3, 3, 2),
('BROWNDE01 ', 'Dee', 'Brown', 1992, 'BOS', 4, 133, 45, 4, 2, 6, 15, 2, 4, 6),
('BROWNMI01 ', 'Mike', 'Brown', 1992, 'UTA', 5, 93, 33, 12, 4, 16, 2, 0, 1, 5),
('BRYANMA01 ', 'Mark', 'Bryant', 1992, 'POR', 4, 83, 39, 8, 10, 18, 0, 0, 3, 6),
('BULLAMA01 ', 'Matt', 'Bullard', 1992, 'HOU', 12, 169, 61, 19, 4, 23, 13, 4, 5, 9),
('CAGEMI01  ', 'Michael', 'Cage', 1992, 'SEA', 19, 378, 91, 64, 47, 111, 10, 13, 7, 16),
('CAMPBEL01 ', 'Elden', 'Campbell', 1992, 'LAL', 5, 178, 70, 25, 17, 42, 7, 6, 12, 12),
('CAMPBTO01 ', 'Tony', 'Campbell', 1992, 'NYK', 2, 33, 14, 2, 2, 4, 2, 1, 0, 3),
('CARRAN01  ', 'Antoine', 'Carr', 1992, 'SAS', 8, 171, 84, 25, 13, 38, 9, 3, 9, 7),
('CARTWBI01 ', 'Bill', 'Cartwright', 1992, 'CHI', 19, 444, 120, 57, 28, 85, 29, 11, 3, 13),
('CEBALCE01 ', 'Cedric', 'Ceballos', 1992, 'PHO', 16, 185, 96, 24, 13, 37, 13, 5, 7, 5),
('CHAMBTO01 ', 'Tom', 'Chambers', 1992, 'PHO', 24, 376, 174, 42, 23, 65, 12, 6, 10, 26),
('CHEEKMA01 ', 'Maurice', 'Cheeks', 1992, 'NJN', 5, 82, 22, 3, 3, 6, 14, 6, 1, 7),
('CHRISDO01 ', 'Doug', 'Christie', 1992, 'LAL', 5, 39, 9, 3, 1, 4, 6, 2, 2, 4),
('COLEMDE01 ', 'Derrick', 'Coleman', 1992, 'NJN', 5, 225, 134, 54, 13, 67, 23, 6, 13, 13),
('CONNELE01 ', 'Lester', 'Conner', 1992, 'LAC', 5, 64, 21, 4, 3, 7, 10, 3, 1, 0),
('COOPEDU01 ', 'Duane', 'Cooper', 1992, 'LAL', 2, 4, 0, 0, 2, 2, 1, 0, 0, 0),
('CORBITY01 ', 'Tyrone', 'Corbin', 1992, 'UTA', 5, 161, 59, 22, 16, 38, 9, 3, 1, 7),
('CROTTJO01 ', 'John', 'Crotty', 1992, 'UTA', 1, 3, 4, 0, 1, 1, 1, 0, 0, 0),
('CUMMITE01 ', 'Terry', 'Cummings', 1992, 'SAS', 10, 138, 67, 22, 17, 39, 5, 3, 1, 8),
('CURRYDE01 ', 'Dell', 'Curry', 1992, 'CHA', 9, 222, 99, 21, 11, 32, 18, 13, 0, 13),
('DANIELL01 ', 'Lloyd', 'Daniels', 1992, 'SAS', 8, 74, 28, 6, 9, 15, 2, 3, 0, 5),
('DAUGHBR01 ', 'Brad', 'Daugherty', 1992, 'CLE', 9, 356, 168, 79, 26, 105, 31, 6, 7, 26),
('DAVISDA01 ', 'Dale', 'Davis', 1992, 'IND', 4, 117, 17, 28, 4, 32, 4, 4, 4, 3),
('DAVISHU01 ', 'Hubert', 'Davis', 1992, 'NYK', 7, 96, 31, 5, 1, 6, 5, 6, 0, 9),
('DELNEVI01 ', 'Vinny', 'Del Negro', 1992, 'SAS', 8, 112, 40, 13, 6, 19, 24, 1, 1, 3),
('DIVACVL01 ', 'Vlade', 'Divac', 1992, 'LAL', 5, 167, 90, 30, 17, 47, 28, 6, 12, 11),
('DONALJA01 ', 'James', 'Donaldson', 1992, 'UTA', 1, 5, 0, 0, 0, 0, 0, 0, 0, 0),
('DOUGLSH01 ', 'Sherman', 'Douglas', 1992, 'BOS', 4, 166, 44, 14, 12, 26, 38, 4, 0, 12),
('DREILGR01 ', 'Greg', 'Dreiling', 1992, 'IND', 2, 4, 3, 1, 0, 1, 0, 0, 0, 0),
('DREXLCL01 ', 'Clyde', 'Drexler', 1992, 'POR', 3, 116, 57, 11, 8, 19, 14, 5, 3, 3),
('DUCKWKE01 ', 'Kevin', 'Duckworth', 1992, 'POR', 4, 58, 18, 9, 4, 13, 3, 0, 1, 6),
('DUMASRI01 ', 'Richard', 'Dumas', 1992, 'PHO', 23, 499, 251, 29, 36, 65, 24, 21, 13, 27),
('EATONMA01 ', 'Mark', 'Eaton', 1992, 'UTA', 5, 117, 22, 17, 16, 33, 2, 0, 9, 2),
('EDWARJA01 ', 'James', 'Edwards', 1992, 'LAL', 3, 14, 6, 2, 0, 2, 0, 0, 0, 1),
('EHLOCR01  ', 'Craig', 'Ehlo', 1992, 'CLE', 9, 289, 98, 21, 10, 31, 25, 12, 4, 17),
('ELIEMA01  ', 'Mario', 'Elie', 1992, 'POR', 4, 52, 20, 4, 2, 6, 4, 2, 1, 5),
('ELLIOSE01 ', 'Sean', 'Elliott', 1992, 'SAS', 10, 381, 158, 40, 8, 48, 36, 8, 3, 22),
('ELLISDA01 ', 'Dale', 'Ellis', 1992, 'SAS', 10, 305, 125, 26, 9, 35, 11, 4, 0, 10),
('EWINGPA01 ', 'Patrick', 'Ewing', 1992, 'NYK', 15, 604, 382, 121, 43, 164, 36, 17, 31, 39),
('FERREDU01 ', 'Duane', 'Ferrell', 1992, 'ATL', 3, 54, 33, 4, 1, 5, 1, 0, 0, 4),
('FERRYDA01 ', 'Danny', 'Ferry', 1992, 'CLE', 8, 118, 39, 21, 4, 25, 14, 4, 3, 7),
('FLEMIVE01 ', 'Vern', 'Fleming', 1992, 'IND', 3, 80, 30, 4, 1, 5, 3, 2, 1, 5),
('FLOYDSL01 ', 'Sleepy', 'Floyd', 1992, 'HOU', 7, 60, 20, 3, 1, 4, 8, 2, 0, 9),
('FOSTEGR01 ', 'Greg', 'Foster', 1992, 'ATL', 1, 5, 5, 1, 0, 1, 0, 0, 0, 0),
('FOXRI01   ', 'Rick', 'Fox', 1992, 'BOS', 4, 71, 17, 11, 8, 19, 5, 2, 1, 4),
('GAMBLKE01 ', 'Kevin', 'Gamble', 1992, 'BOS', 4, 142, 55, 6, 3, 9, 10, 6, 1, 5),
('GARLAWI01 ', 'Winston', 'Garland', 1992, 'HOU', 12, 246, 77, 27, 6, 33, 31, 16, 0, 22),
('GATTIKE01 ', 'Kenny', 'Gattison', 1992, 'CHA', 9, 187, 53, 20, 19, 39, 11, 5, 1, 7),
('GEORGTA01 ', 'Tate', 'George', 1992, 'NJN', 2, 22, 4, 2, 1, 3, 6, 1, 0, 1),
('GILLKE01  ', 'Kendall', 'Gill', 1992, 'CHA', 9, 353, 156, 20, 26, 46, 26, 21, 6, 19),
('GMINSMI01 ', 'Mike', 'Gminski', 1992, 'CHA', 2, 5, 2, 1, 0, 1, 0, 0, 0, 0),
('GRAHAPA01 ', 'Paul', 'Graham', 1992, 'ATL', 2, 27, 4, 2, 1, 3, 2, 4, 0, 2),
('GRANTGA01 ', 'Gary', 'Grant', 1992, 'LAC', 5, 101, 21, 1, 1, 2, 23, 3, 0, 7),
('GRANTHO01 ', 'Horace', 'Grant', 1992, 'CHI', 19, 651, 203, 95, 61, 156, 44, 23, 23, 17),
('GREENAC01 ', 'A.c.', 'Green', 1992, 'LAL', 5, 220, 49, 47, 26, 73, 13, 7, 3, 9),
('GREENSI02 ', 'Sidney', 'Green', 1992, 'CHA', 9, 78, 15, 21, 8, 29, 1, 1, 1, 2),
('GUIDIJA01 ', 'Jay', 'Guidinger', 1992, 'CLE', 4, 15, 2, 0, 1, 1, 0, 0, 1, 2),
('HARPERO01 ', 'Ron', 'Harper', 1992, 'LAC', 5, 174, 90, 16, 4, 20, 16, 15, 10, 11),
('HENSOST01 ', 'Steve', 'Henson', 1992, 'ATL', 3, 47, 8, 3, 1, 4, 5, 4, 0, 2),
('HERRECA01 ', 'Carl', 'Herrera', 1992, 'HOU', 12, 195, 56, 29, 16, 45, 7, 3, 2, 11),
('HORRYRO01 ', 'Robert', 'Horry', 1992, 'HOU', 12, 374, 123, 48, 14, 62, 38, 18, 16, 28),
('HUMPHJA01 ', 'Jay', 'Humphries', 1992, 'UTA', 5, 115, 26, 5, 5, 10, 17, 3, 3, 6),
('JACKSJA01 ', 'Jaren', 'Jackson', 1992, 'LAC', 4, 28, 10, 1, 4, 5, 2, 2, 0, 3),
('JACKSMA01 ', 'Mark', 'Jackson', 1992, 'LAC', 5, 188, 76, 21, 8, 29, 38, 8, 1, 13),
('JOHNSAV01 ', 'Avery', 'Johnson', 1992, 'SAS', 10, 314, 82, 23, 8, 31, 81, 10, 1, 23),
('JOHNSED03 ', 'Eddie A.', 'Johnson', 1992, 'SEA', 19, 382, 205, 28, 17, 45, 17, 3, 1, 19),
('JOHNSFR01 ', 'Frank', 'Johnson', 1992, 'PHO', 22, 172, 70, 8, 3, 11, 17, 6, 0, 7),
('JOHNSKE01 ', 'Kevin', 'Johnson', 1992, 'PHO', 23, 914, 410, 52, 10, 62, 182, 35, 13, 84),
('JOHNSLA01 ', 'Larry', 'Johnson', 1992, 'CHA', 9, 348, 178, 43, 19, 62, 30, 5, 2, 19),
('JORDAMI01 ', 'Michael', 'Jordan', 1992, 'CHI', 19, 783, 666, 96, 32, 128, 114, 39, 17, 45),
('KEEFEAD01 ', 'Adam', 'Keefe', 1992, 'ATL', 3, 53, 18, 9, 4, 13, 6, 1, 0, 3),
('KEMPSH01  ', 'Shawn', 'Kemp', 1992, 'SEA', 19, 663, 313, 110, 80, 190, 49, 29, 40, 54),
('KERSEJE01 ', 'Jerome', 'Kersey', 1992, 'POR', 4, 98, 57, 24, 10, 34, 4, 4, 2, 2),
('KINGBE01  ', 'Bernard', 'King', 1992, 'NJN', 3, 24, 8, 0, 1, 1, 0, 1, 0, 1),
('KINGST01  ', 'Stacey', 'King', 1992, 'CHI', 19, 229, 77, 20, 20, 40, 14, 9, 4, 14),
('KLEINJO01 ', 'Joe', 'Kleine', 1992, 'BOS', 4, 29, 6, 5, 0, 5, 0, 0, 1, 0),
('KNIGHNE01 ', 'Negele', 'Knight', 1992, 'PHO', 9, 34, 18, 2, 1, 3, 7, 0, 1, 3),
('KONCAJO01 ', 'Jon', 'Koncak', 1992, 'ATL', 3, 89, 3, 16, 8, 24, 4, 3, 5, 2),
('KRYSTLA01 ', 'Larry', 'Krystkowiak', 1992, 'UTA', 1, 8, 0, 1, 1, 2, 0, 0, 0, 1),
('LEWISRE01 ', 'Reggie', 'Lewis', 1992, 'BOS', 1, 13, 17, 0, 2, 2, 1, 0, 1, 1),
('LYNCHKE01 ', 'Kevin', 'Lynch', 1992, 'CHA', 1, 3, 0, 0, 0, 0, 1, 0, 0, 0),
('MAHORRI01 ', 'Rick', 'Mahorn', 1992, 'NJN', 4, 63, 8, 9, 4, 13, 3, 0, 2, 1),
('MAJERDA01 ', 'Dan', 'Majerle', 1992, 'PHO', 24, 1071, 370, 111, 29, 140, 88, 33, 28, 32),
('MALONJE01 ', 'Jeff', 'Malone', 1992, 'UTA', 5, 150, 67, 13, 3, 16, 3, 3, 1, 9),
('MALONKA01 ', 'Karl', 'Malone', 1992, 'UTA', 5, 216, 120, 40, 12, 52, 10, 6, 2, 20),
('MANNIDA01 ', 'Danny', 'Manning', 1992, 'LAC', 5, 171, 91, 24, 12, 36, 8, 7, 5, 13),
('MASONAN01 ', 'Anthony', 'Mason', 1992, 'NYK', 15, 510, 187, 54, 55, 109, 41, 10, 6, 23),
('MAXWEVE01 ', 'Vernon', 'Maxwell', 1992, 'HOU', 9, 308, 126, 19, 3, 22, 32, 11, 2, 17),
('MAYSTR01  ', 'Travis', 'Mays', 1992, 'ATL', 1, 20, 4, 1, 0, 1, 0, 0, 0, 1),
('MCCLOGE01 ', 'George', 'McCloud', 1992, 'IND', 4, 79, 19, 8, 3, 11, 14, 4, 1, 5),
('MCCRARO01 ', 'Rodney', 'McCray', 1992, 'CHI', 7, 39, 2, 11, 2, 13, 5, 0, 1, 4),
('MCDANXA01 ', 'Xavier', 'McDaniel', 1992, 'BOS', 4, 126, 50, 12, 6, 18, 9, 1, 3, 7),
('MCHALKE01 ', 'Kevin', 'McHale', 1992, 'BOS', 4, 113, 76, 20, 9, 29, 3, 2, 7, 5),
('MCKEYDE01 ', 'Derrick', 'McKey', 1992, 'SEA', 19, 647, 214, 47, 51, 98, 71, 12, 17, 36),
('MCMILNA01 ', 'Nate', 'McMillan', 1992, 'SEA', 19, 415, 91, 46, 21, 67, 103, 40, 11, 25),
('MILLEOL01 ', 'Oliver', 'Miller', 1992, 'PHO', 24, 513, 173, 91, 33, 124, 51, 21, 59, 42),
('MILLERE01 ', 'Reggie', 'Miller', 1992, 'IND', 4, 175, 126, 8, 4, 12, 11, 3, 0, 10),
('MITCHSA01 ', 'Sam', 'Mitchell', 1992, 'IND', 4, 25, 12, 1, 0, 1, 0, 0, 0, 2),
('MORRICH01 ', 'Chris', 'Morris', 1992, 'NJN', 5, 163, 85, 19, 13, 32, 7, 8, 6, 3),
('MOURNAL01 ', 'Alonzo', 'Mourning', 1992, 'CHA', 9, 367, 214, 61, 28, 89, 13, 6, 31, 37),
('MUSTAJE01 ', 'Jerrod', 'Mustaf', 1992, 'PHO', 7, 10, 6, 2, 0, 2, 0, 0, 1, 0),
('NANCELA01 ', 'Larry', 'Nance', 1992, 'CLE', 9, 329, 145, 39, 35, 74, 21, 8, 14, 6),
('NEWMAJO01 ', 'Johnny', 'Newman', 1992, 'CHA', 9, 173, 68, 12, 7, 19, 18, 10, 1, 15),
('NORMAKE01 ', 'Ken', 'Norman', 1992, 'LAC', 5, 164, 64, 27, 14, 41, 12, 4, 0, 1),
('OAKLECH01 ', 'Charles', 'Oakley', 1992, 'NYK', 15, 507, 166, 94, 71, 165, 17, 16, 2, 36),
('OLAJUHA01 ', 'Hakeem', 'Olajuwon', 1992, 'HOU', 12, 518, 308, 116, 52, 168, 57, 21, 59, 45),
